ano,uf,instituto,periodo_campo,candidato_resultado,ranking_voto_bruto,ranking_pesquisa,share_voto_nominal_calculado,share_pesquisa,erro_estimativa_pp,erro_distancia_corte_pp
2010,MT,Ibope,21-23/09,Carlos Abicalil PT,3.0,2.0,0.1842579805217533,0.23225806451612904,4.800008399437575,6.05209793507919
2010,MT,Ibope,21-23/09,Antero Paes de Barros PSDB,4.0,3.0,0.1192362802471008,0.15483870967741936,3.5602429430318563,4.812332478673472
2010,MT,Ibope,21-23/09,Pedro Taques PDT,2.0,4.0,0.2447789598725452,0.13548387096774195,-10.929508890480324,-9.67741935483871
2010,MT,Ibope,21-23/09,Jorge Yanai DEM,5.0,5.0,0.0351620117870101,0.03870967741935484,0.35476656323447375,1.60685609887609
2010,MT,Ibope,21-23/09,Naildo da Silva Lopes PV,7.0,6.0,0.0120174707855668,0.0064516129032258064,-0.5565857882340993,0.6955037474075141
2010,PA,Ibope,29/03 a 01/10/2010,Jader Barbalho (PMDB),2.0,1.0,0.4014226515732607,0.38016528925619836,-2.1257362317062323,6.6115702479338845
2010,PA,Ibope,29/03 a 01/10/2010,Flexa Ribeiro (PSDB),1.0,2.0,0.4054110899642441,0.3140495867768595,-9.136150318738457,-0.39884383909833954
2010,PA,Ibope,29/03 a 01/10/2010,Paulo Braga (PSTU),5.0,3.0,0.0073884917872562,0.30578512396694213,29.839663217968592,38.57696969760871
2010,PA,Ibope,29/03 a 01/10/2010,Marinor Brito (PSOL),3.0,4.0,0.162281622292074,0.0,-16.2281622292074,-7.490855749567281
2010,PA,Ibope,29/03 a 01/10/2010,Paulo Braga (PSTU),5.0,5.0,0.0073884917872562,0.0,-0.73884917872562,7.998457300914499
2010,PA,Ibope,29/03 a 01/10/2010,Abel Ribeiro (PSTU),6.0,6.0,0.0057373113036162,0.0,-0.57373113036162,8.1635753492785
2010,PA,Ibope,29/03 a 01/10/2010,João Augusto (PSOL),4.0,7.0,0.0177588330795486,0.0,-1.77588330795486,6.961423171685258
2010,PA,Veritate,09-14/09,Jader Barbalho (PMDB),2.0,1.0,0.4014226515732607,0.41154791154791154,1.0125259974650858,13.63636363636364
2010,PA,Veritate,09-14/09,Paulo Braga (PSTU),5.0,2.0,0.0073884917872562,0.27518427518427513,26.779578339701892,39.40341597860045
2010,PA,Veritate,09-14/09,Flexa Ribeiro (PSDB),1.0,3.0,0.4054110899642441,0.26167076167076164,-14.374032829348243,-1.7501951904496882
2010,PA,Veritate,09-14/09,Marinor Brito (PSOL),3.0,4.0,0.162281622292074,0.051597051597051594,-11.068457069502239,1.5553805693963163
2010,PB,Ibope,24-26/08,Jocimar Oliveira da Silva PCB,5.0,1.0,0.0009958150424039,1.0,99.90041849575961,
2010,PB,Índice,14-15/08,Jocimar Oliveira da Silva PCB,5.0,1.0,0.0009958150424039,1.0,99.90041849575961,
2010,PE,Datafolha,28-29/09,Humberto Costa PT,2.0,1.0,0.3881791159899981,0.3597122302158273,-2.846688577417078,5.755395683453235
