ano,uf,pagina,url,tabela,linha,periodo_campo,instituto,margem_erro_texto,margem_erro_pp,formato,candidato_rotulo,percentual,valor_original,contexto
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,5,21 de setembro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Paim (PT),30.0,30%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,5,21 de setembro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Sandra (SD),4.0,4%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,5,21 de setembro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,NS / NR,45.0,45%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,6,27 de setembro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Abigail (PCdoB),8.0,8%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,6,27 de setembro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Beto (PSB),22.0,22%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,6,27 de setembro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Carmen (PSL),8.0,8%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,6,27 de setembro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Fogaça (MDB),33.0,33%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,6,27 de setembro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Heinze (PP),11.0,11%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,6,27 de setembro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Bernd (PPS),1.0,1%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,6,27 de setembro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Paim (PT),32.0,32%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,6,27 de setembro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Sandra (SD),4.0,4%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,6,27 de setembro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,NS / NR,40.0,40%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,7,6 de outubro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Abigail (PCdoB),12.0,12%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,7,6 de outubro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Beto (PSB),24.0,24%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,7,6 de outubro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Carmen (PSL),13.0,13%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,7,6 de outubro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Fogaça (MDB),31.0,31%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,7,6 de outubro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Heinze (PP),18.0,18%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,7,6 de outubro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Bernd (PPS),2.0,2%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,7,6 de outubro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Paim (PT),35.0,35%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,7,6 de outubro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Sandra (SD),4.0,4%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RS,Eleições estaduais no Rio Grande do Sul em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_no_Rio_Grande_do_Sul_em_2018,2,7,6 de outubro de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,NS / NR,26.0,26%,Senador | Governador | Pesquisas de opinião | Candidatos ao Senado Federal
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,1,16/08 a 21/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Moura (MDB),34.0,34%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,1,16/08 a 21/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Cleide (PT),25.0,25%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,1,16/08 a 21/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Raupp (MDB),21.0,21%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,1,16/08 a 21/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Rogério (DEM),11.0,11%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,1,16/08 a 21/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Magno (PP),10.0,10%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,1,16/08 a 21/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Edésio (PRB),7.0,7%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,1,16/08 a 21/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Vidal (REDE),6.0,6%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,1,16/08 a 21/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Pires (PSB),6.0,6%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,1,16/08 a 21/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Jaime (PSL),3.0,3%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,1,16/08 a 21/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Paz (PSTU),3.0,3%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,1,16/08 a 21/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Bosco (PPS),2.0,2%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,1,16/08 a 21/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Jurado (NOVO),2.0,2%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,1,16/08 a 21/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Cadillac (PSTU),2.0,2%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,1,16/08 a 21/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Wilson (PRTB),2.0,2%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,1,16/08 a 21/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Terrinha (PMB),2.0,2%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,1,16/08 a 21/08/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Dettoni (PMB),1.0,1%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,2,14/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Moura (MDB),33.0,33%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,2,14/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Cleide (PT),16.0,16%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,2,14/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Raupp (MDB),20.0,20%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,2,14/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Rogério (DEM),13.0,13%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,2,14/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Magno (PP),11.0,11%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,2,14/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Edésio (PRB),5.0,5%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,2,14/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Vidal (REDE),5.0,5%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,2,14/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Pires (PSB),8.0,8%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,2,14/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Jaime (PSL),3.0,3%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,2,14/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Paz (PSTU),1.0,1%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,2,14/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Bosco (PPS),2.0,2%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,2,14/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Jurado (NOVO),1.0,1%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,2,14/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Cadillac (PSTU),1.0,1%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,2,14/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Wilson (PRTB),1.0,1%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,2,14/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Terrinha (PMB),2.0,2%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RO,Eleições estaduais em Rondônia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Rond%C3%B4nia_em_2018,1,2,14/09 a 19/09/2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Dettoni (PMB),1.0,1%,"Senado Federal | 1º turno | Governo do Estado | Pesquisas de opinião | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RR,Eleições estaduais em Roraima em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Roraima_em_2018,1,1,13/08 a 16 de agosto de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Mecias (PRB),26.0,26%,"Senado Federal | Governo do Estado | Pesquisas de opinião | Deputados estaduais eleitos | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RR,Eleições estaduais em Roraima em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Roraima_em_2018,1,1,13/08 a 16 de agosto de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Portela (PDT),30.0,30%,"Senado Federal | Governo do Estado | Pesquisas de opinião | Deputados estaduais eleitos | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RR,Eleições estaduais em Roraima em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Roraima_em_2018,1,1,13/08 a 16 de agosto de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Chico (DEM),21.0,21%,"Senado Federal | Governo do Estado | Pesquisas de opinião | Deputados estaduais eleitos | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RR,Eleições estaduais em Roraima em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Roraima_em_2018,1,1,13/08 a 16 de agosto de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Jucá (MDB),25.0,25%,"Senado Federal | Governo do Estado | Pesquisas de opinião | Deputados estaduais eleitos | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RR,Eleições estaduais em Roraima em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Roraima_em_2018,1,1,13/08 a 16 de agosto de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Castro (PR),21.0,21%,"Senado Federal | Governo do Estado | Pesquisas de opinião | Deputados estaduais eleitos | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RR,Eleições estaduais em Roraima em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Roraima_em_2018,1,1,13/08 a 16 de agosto de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Ramalho (PSL),11.0,11%,"Senado Federal | Governo do Estado | Pesquisas de opinião | Deputados estaduais eleitos | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RR,Eleições estaduais em Roraima em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Roraima_em_2018,1,1,13/08 a 16 de agosto de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Martins (PTB),4.0,4%,"Senado Federal | Governo do Estado | Pesquisas de opinião | Deputados estaduais eleitos | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RR,Eleições estaduais em Roraima em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Roraima_em_2018,1,1,13/08 a 16 de agosto de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Santos (PATRI),2.0,2%,"Senado Federal | Governo do Estado | Pesquisas de opinião | Deputados estaduais eleitos | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RR,Eleições estaduais em Roraima em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Roraima_em_2018,1,1,13/08 a 16 de agosto de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Telma (PCB),2.0,2%,"Senado Federal | Governo do Estado | Pesquisas de opinião | Deputados estaduais eleitos | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RR,Eleições estaduais em Roraima em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Roraima_em_2018,1,1,13/08 a 16 de agosto de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Leite (PV),1.0,1%,"Senado Federal | Governo do Estado | Pesquisas de opinião | Deputados estaduais eleitos | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
2018,RR,Eleições estaduais em Roraima em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_em_Roraima_em_2018,1,1,13/08 a 16 de agosto de 2018,Ibope,±3%,3.0,duas_mencoes_agregadas,Lourival (PSTU),1.0,1%,"Senado Federal | Governo do Estado | Pesquisas de opinião | Deputados estaduais eleitos | Levando em conta que para o senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200% | Senado Federal[editar | editar código]"
